SessionUID,SessionDate,SessionType,Venue,SourceStatus,PitchUID,PitchNo,UTCDateTime,PitcherId,PitcherName,BatterId,BatterName,TaggedPitchType,AutoPitchType,PitchCall,RelSpeed,SpinRate,SpinAxis,HorzBreak,InducedVertBreak,RelHeight,RelSide,Extension,PlateLocHeight,PlateLocSide,VertApprAngle,HorzApprAngle,ExitSpeed,Angle,Direction,Distance,HangTime,HitSpinRate,ContactPositionX,ContactPositionY,ContactPositionZ,TaggedHitType,Drill,Grip,Intent,BallType,BallWeightOz,TrainingBlock,Tags
TM-SESSION-20260912-TM-100241,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100241-P011,11,2026-09-12T16:07:30+00:00,TM-100241,"Williams, Jake",,,Fastball,Fastball,InPlay,89.0,2296,207.9,6.3,10.3,5.89,1.79,6.29,3.26,0.83,-6.67,-1.01,,,,,,,,,,,Command Ladder,Spike,Compete,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100241,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100241-P012,12,2026-09-12T16:08:15+00:00,TM-100241,"Williams, Jake",,,Fastball,Fastball,StrikeCalled,86.1,2331,209.5,11.7,20.7,5.75,1.96,6.48,2.90,-0.36,-6.88,0.54,,,,,,,,,,,Command Ladder,Spike,Compete,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100241,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100241-P013,13,2026-09-12T16:09:00+00:00,TM-100241,"Williams, Jake",,,Slider,Slider,BallCalled,79.1,2531,217.1,1.7,13.6,5.84,1.88,6.02,1.58,-1.63,-7.00,1.37,,,,,,,,,,,Command Ladder,Spike,Compete,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100241,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100241-P014,14,2026-09-12T16:09:45+00:00,TM-100241,"Williams, Jake",,,Curveball,Curveball,StrikeSwinging,72.8,2438,180.1,6.6,15.4,5.74,1.95,6.18,2.05,-0.70,-6.78,-0.03,,,,,,,,,,,Command Ladder,Spike,Compete,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100241,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100241-P015,15,2026-09-12T16:10:30+00:00,TM-100241,"Williams, Jake",,,Fastball,Fastball,StrikeCalled,86.2,2123,196.1,8.6,16.8,5.85,1.83,6.10,3.51,0.44,-5.01,-0.43,,,,,,,,,,,Command Ladder,Spike,Compete,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100241,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100241-P016,16,2026-09-12T16:11:15+00:00,TM-100241,"Williams, Jake",,,Fastball,Fastball,BallCalled,85.9,2122,201.8,11.8,16.7,5.82,1.75,6.08,2.39,0.22,-5.12,0.56,,,,,,,,,,,Command Ladder,Spike,Compete,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100241,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100241-P017,17,2026-09-12T16:12:00+00:00,TM-100241,"Williams, Jake",,,ChangeUp,ChangeUp,InPlay,80.1,2495,212.8,12.3,13.6,5.92,1.79,6.07,2.65,1.93,-7.60,2.64,,,,,,,,,,,Command Ladder,Spike,Compete,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100241,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100241-P018,18,2026-09-12T16:12:45+00:00,TM-100241,"Williams, Jake",,,Fastball,Fastball,InPlay,85.0,2292,208.2,10.1,13.0,5.81,1.53,5.96,2.03,0.70,-4.85,1.14,,,,,,,,,,,Command Ladder,Spike,Compete,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100241,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100241-P019,19,2026-09-12T16:13:30+00:00,TM-100241,"Williams, Jake",,,Slider,Slider,FoulBall,74.7,2448,216.6,14.3,9.9,5.92,1.72,6.28,2.60,0.32,-5.29,0.76,,,,,,,,,,,Command Ladder,Spike,Compete,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100241,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100241-P020,20,2026-09-12T16:14:15+00:00,TM-100241,"Williams, Jake",,,Fastball,Fastball,BallCalled,85.9,2035,195.1,9.0,14.3,5.82,1.70,6.32,1.55,-0.28,-4.44,1.57,,,,,,,,,,,Command Ladder,Spike,Compete,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100241,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100241-P021,21,2026-09-12T16:15:00+00:00,TM-100241,"Williams, Jake",,,ChangeUp,ChangeUp,StrikeCalled,77.2,2439,209.9,5.6,13.5,5.86,2.09,6.15,3.70,0.22,-5.30,1.65,,,,,,,,,,,Command Ladder,Spike,Compete,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100241,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100241-P022,22,2026-09-12T16:15:45+00:00,TM-100241,"Williams, Jake",,,Fastball,Fastball,StrikeCalled,87.7,2086,199.2,4.3,13.2,5.81,2.02,6.27,2.78,-0.80,-5.81,1.14,,,,,,,,,,,Command Ladder,Spike,Compete,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100241,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100241-P023,23,2026-09-12T16:16:30+00:00,TM-100241,"Williams, Jake",,,Slider,Slider,BallCalled,77.4,2406,221.3,8.7,11.5,5.95,1.76,6.18,3.07,-0.19,-6.74,-0.74,,,,,,,,,,,Command Ladder,Spike,Compete,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100241,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100241-P024,24,2026-09-12T16:17:15+00:00,TM-100241,"Williams, Jake",,,Slider,Slider,BallCalled,74.7,2427,201.1,9.6,14.0,5.94,1.73,6.13,3.45,0.92,-7.65,1.11,,,,,,,,,,,Command Ladder,Spike,Compete,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100241,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100241-P025,25,2026-09-12T16:18:00+00:00,TM-100241,"Williams, Jake",,,Fastball,Fastball,StrikeCalled,86.6,2327,196.6,4.9,20.5,6.02,1.62,5.90,2.26,0.42,-6.79,-1.32,,,,,,,,,,,Command Ladder,Spike,Compete,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100241,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100241-P026,26,2026-09-12T16:18:45+00:00,TM-100241,"Williams, Jake",,,ChangeUp,ChangeUp,StrikeCalled,75.3,2397,199.1,4.5,18.6,5.90,1.58,6.20,3.39,-1.01,-6.12,0.48,,,,,,,,,,,Command Ladder,Spike,Compete,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100241,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100241-P027,27,2026-09-12T16:19:30+00:00,TM-100241,"Williams, Jake",,,Curveball,Curveball,StrikeSwinging,73.4,2264,185.9,9.8,12.5,5.96,1.92,5.84,2.51,1.13,-5.54,0.45,,,,,,,,,,,Command Ladder,Spike,Compete,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P001,1,2026-09-12T16:00:00+00:00,TM-100377,"Jones, Ryan",,,ChangeUp,ChangeUp,StrikeCalled,77.1,2349,208.9,11.1,9.9,6.00,1.80,5.95,3.07,-0.05,-6.72,0.71,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P002,2,2026-09-12T16:00:45+00:00,TM-100377,"Jones, Ryan",,,Fastball,Fastball,StrikeCalled,86.3,2183,201.7,11.2,11.6,5.73,1.82,6.32,2.39,0.28,-6.58,-0.42,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P003,3,2026-09-12T16:01:30+00:00,TM-100377,"Jones, Ryan",,,Slider,Slider,BallCalled,76.6,2334,182.7,13.0,24.5,5.89,1.70,6.25,2.99,0.97,-5.61,0.21,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P004,4,2026-09-12T16:02:15+00:00,TM-100377,"Jones, Ryan",,,Curveball,Curveball,StrikeCalled,73.1,2328,206.8,6.3,12.5,6.03,1.56,6.01,2.92,0.28,-5.39,2.39,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P005,5,2026-09-12T16:03:00+00:00,TM-100377,"Jones, Ryan",,,Fastball,Fastball,StrikeCalled,86.5,2096,202.7,8.8,12.1,5.79,1.66,5.90,2.82,-0.04,-5.97,-1.42,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P006,6,2026-09-12T16:03:45+00:00,TM-100377,"Jones, Ryan",,,Fastball,Fastball,StrikeCalled,86.0,2400,222.1,11.1,12.4,5.79,2.01,6.37,1.75,1.59,-6.22,1.08,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P007,7,2026-09-12T16:04:30+00:00,TM-100377,"Jones, Ryan",,,Fastball,Fastball,BallCalled,87.1,2124,193.3,9.8,17.2,6.03,1.70,6.24,2.35,-0.19,-6.89,-0.98,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P008,8,2026-09-12T16:05:15+00:00,TM-100377,"Jones, Ryan",,,Fastball,Fastball,StrikeCalled,86.9,2112,197.0,11.9,8.9,6.07,1.88,6.15,1.96,-0.11,-6.74,-0.05,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P009,9,2026-09-12T16:06:00+00:00,TM-100377,"Jones, Ryan",,,Fastball,Fastball,BallCalled,86.2,2307,194.5,12.7,16.0,5.90,1.90,5.82,2.07,1.05,-7.11,-1.14,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P010,10,2026-09-12T16:06:45+00:00,TM-100377,"Jones, Ryan",,,Fastball,Fastball,FoulBall,87.4,2248,188.9,11.3,15.9,5.77,2.01,5.88,1.85,1.78,-7.06,-3.44,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P011,11,2026-09-12T16:07:30+00:00,TM-100377,"Jones, Ryan",,,Slider,Slider,FoulBall,77.2,2565,225.5,4.3,11.3,5.99,1.72,5.95,3.25,-0.23,-6.74,-0.69,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P012,12,2026-09-12T16:08:15+00:00,TM-100377,"Jones, Ryan",,,Curveball,Curveball,BallCalled,71.8,2404,180.1,6.2,16.1,5.80,1.73,6.50,3.81,-0.43,-5.95,1.66,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P013,13,2026-09-12T16:09:00+00:00,TM-100377,"Jones, Ryan",,,ChangeUp,ChangeUp,BallCalled,76.4,2421,205.8,6.3,8.5,5.82,1.86,6.29,2.03,0.98,-5.28,-0.28,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P014,14,2026-09-12T16:09:45+00:00,TM-100377,"Jones, Ryan",,,ChangeUp,ChangeUp,BallCalled,77.3,2416,221.7,6.2,11.7,5.87,1.85,6.40,2.78,0.19,-6.54,0.91,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P015,15,2026-09-12T16:10:30+00:00,TM-100377,"Jones, Ryan",,,ChangeUp,ChangeUp,FoulBall,76.0,2366,206.7,8.6,15.2,6.02,2.00,6.37,2.15,0.87,-6.34,-0.14,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P016,16,2026-09-12T16:11:15+00:00,TM-100377,"Jones, Ryan",,,Fastball,Fastball,StrikeSwinging,87.8,2168,222.0,6.8,13.2,5.72,1.52,5.98,2.59,-0.69,-6.90,0.77,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P017,17,2026-09-12T16:12:00+00:00,TM-100377,"Jones, Ryan",,,Fastball,Fastball,StrikeSwinging,86.7,1973,221.7,7.0,11.9,5.86,2.07,6.14,2.85,-0.88,-6.78,-0.19,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P018,18,2026-09-12T16:12:45+00:00,TM-100377,"Jones, Ryan",,,Fastball,Fastball,StrikeCalled,87.4,2098,191.1,13.6,19.8,5.96,1.92,5.99,2.77,-0.31,-7.31,0.88,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P019,19,2026-09-12T16:13:30+00:00,TM-100377,"Jones, Ryan",,,Fastball,Fastball,BallCalled,86.1,2071,210.0,7.8,13.7,5.88,1.85,5.98,3.10,1.35,-6.63,-0.73,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P020,20,2026-09-12T16:14:15+00:00,TM-100377,"Jones, Ryan",,,Fastball,Fastball,StrikeCalled,87.0,2114,202.8,4.4,13.1,5.65,1.63,6.09,1.55,-0.35,-7.89,1.27,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P021,21,2026-09-12T16:15:00+00:00,TM-100377,"Jones, Ryan",,,Fastball,Fastball,StrikeCalled,87.1,2274,217.1,5.3,14.0,5.98,1.91,5.79,2.27,0.23,-6.26,0.78,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P022,22,2026-09-12T16:15:45+00:00,TM-100377,"Jones, Ryan",,,Fastball,Fastball,BallCalled,85.8,2220,180.6,8.0,16.7,5.90,1.78,5.99,3.29,0.65,-5.84,-0.14,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P023,23,2026-09-12T16:16:30+00:00,TM-100377,"Jones, Ryan",,,Fastball,Fastball,StrikeCalled,85.8,2153,197.2,2.5,10.8,5.78,1.53,6.12,0.97,0.76,-6.03,-1.37,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P024,24,2026-09-12T16:17:15+00:00,TM-100377,"Jones, Ryan",,,Fastball,Fastball,StrikeCalled,85.1,2196,187.4,10.5,19.5,5.90,1.91,6.23,2.78,-0.44,-6.44,-0.05,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P025,25,2026-09-12T16:18:00+00:00,TM-100377,"Jones, Ryan",,,Fastball,Fastball,StrikeSwinging,87.2,2156,209.1,8.9,16.6,5.81,1.86,5.89,2.51,-0.58,-6.68,0.35,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P026,26,2026-09-12T16:18:45+00:00,TM-100377,"Jones, Ryan",,,Fastball,Fastball,BallCalled,85.9,2145,195.1,10.2,12.8,5.90,1.91,6.40,2.73,-0.49,-7.48,-1.11,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P027,27,2026-09-12T16:19:30+00:00,TM-100377,"Jones, Ryan",,,Fastball,Fastball,BallCalled,85.9,2090,204.0,13.6,13.7,6.08,1.63,6.06,2.23,-0.33,-6.25,-0.75,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P028,28,2026-09-12T16:20:15+00:00,TM-100377,"Jones, Ryan",,,Fastball,Fastball,InPlay,86.5,2206,184.7,12.2,16.6,5.94,1.83,5.88,2.93,-1.22,-5.82,0.71,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P029,29,2026-09-12T16:21:00+00:00,TM-100377,"Jones, Ryan",,,Fastball,Fastball,StrikeCalled,87.5,2082,187.4,2.3,13.5,6.09,1.88,6.33,2.86,-1.03,-7.42,0.42,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100377,2026-09-12,Bullpen,Main Facility,Verified,TM-SESSION-20260912-TM-100377-P030,30,2026-09-12T16:21:45+00:00,TM-100377,"Jones, Ryan",,,Fastball,Fastball,BallCalled,86.8,2084,214.1,5.4,13.6,5.82,1.88,6.00,1.82,-0.87,-6.99,-0.10,,,,,,,,,,,Bullpen,Spike,Submax,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100482,2026-09-12,Cage,Main Facility,Verified,TM-SESSION-20260912-TM-100482-H001,1,2026-09-12T16:00:00+00:00,,,TM-100482,"Cole, Marcus",Fastball,Fastball,InPlay,71.0,1787,208.8,7.4,10.4,5.14,0.19,5.00,2.35,-0.32,-5.95,0.45,91.6,2.7,13.9,198.0,3.60,2239,-0.10,2.80,2.54,GroundBall,Front Toss,Standard,Max Effort,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100482,2026-09-12,Cage,Main Facility,Verified,TM-SESSION-20260912-TM-100482-H002,2,2026-09-12T16:00:40+00:00,,,TM-100482,"Cole, Marcus",Fastball,Fastball,InPlay,71.7,1958,198.3,2.3,14.9,5.22,0.08,4.92,1.97,-0.16,-5.36,0.59,91.7,18.8,17.5,271.8,3.78,2755,-0.29,2.17,2.84,LineDrive,Front Toss,Standard,Submax,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100482,2026-09-12,Cage,Main Facility,Verified,TM-SESSION-20260912-TM-100482-H003,3,2026-09-12T16:01:20+00:00,,,TM-100482,"Cole, Marcus",Fastball,Fastball,InPlay,72.7,1791,196.8,4.5,9.2,5.08,0.02,4.89,2.64,0.34,-4.79,0.19,89.5,8.4,9.4,200.2,4.30,2310,0.36,2.15,3.20,GroundBall,Front Toss,Standard,Max Effort,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100482,2026-09-12,Cage,Main Facility,Verified,TM-SESSION-20260912-TM-100482-H004,4,2026-09-12T16:02:00+00:00,,,TM-100482,"Cole, Marcus",Fastball,Fastball,InPlay,72.3,1633,208.6,1.9,7.3,4.88,-0.09,5.01,3.10,0.09,-5.94,1.02,95.4,9.4,-22.0,232.3,3.65,2275,0.36,1.99,3.01,GroundBall,Front Toss,Standard,Max Effort,Baseball,5.125,Offseason Block 2,cage|tracked
